doublet_scores,predicted_doublets
0.10659439927732611,False
0.015596663039535727,False
0.017094017094017092,False
0.11972522080471046,False
0.04863051984348798,False
0.17748344370860925,False
0.10078192875760209,False
0.041173443129181676,False
0.019208605455243947,False
0.08138658628485305,False
0.04863051984348798,False
0.034811635670004774,False
0.012366884232222606,False
0.023897816234033788,False
0.07349823321554769,False
0.09285127362366474,False
0.02583650995340957,False
0.08802537668517046,False
0.06491803278688527,False
0.1491329479768786,False
0.05612552806276402,False
0.007559055118110236,False
0.08138658628485305,False
0.02032043767096522,False
0.07167710508002784,False
0.038327526132404185,False
0.06334841628959277,False
0.07537688442211056,False
0.016586804275709542,False
0.06033940917661847,False
0.011084984884111521,False
0.015596663039535727,False
0.10363153232949514,False
0.05479452054794519,False
0.13533834586466165,False
0.10659439927732611,False
0.08352490421455937,False
0.06334841628959277,False
0.10967741935483867,False
0.033978291647003306,False
0.023274806043282973,False
0.061822817080943275,False
0.07167710508002784,False
0.03157894736842105,False
0.17748344370860925,False
0.04528301886792452,False
0.011084984884111521,False
0.024532224532224534,False
0.014169323414806943,False
0.024532224532224534,False
0.11623439000960613,False
0.08138658628485305,False
0.007194244604316546,False
0.13116474291710392,False
0.047487575924903366,False
0.07349823321554769,False
0.03566265060240964,False
0.07731582786287382,False
0.21550387596899218,False
0.06491803278688527,False
0.11972522080471046,False
0.15956151035322771,False
0.05223447475333719,False
0.03925515853044791,False
0.10967741935483867,False
0.07349823321554769,False
0.10967741935483867,False
0.12337011033099296,False
0.029320302087960902,False
0.08802537668517046,False
0.09285127362366474,False
0.033978291647003306,False
0.12337011033099296,False
0.03925515853044791,False
0.061822817080943275,False
0.17748344370860925,False
0.07349823321554769,False
0.11623439000960613,False
0.005106638630219286,False
0.027886710239651415,False
0.04863051984348798,False
0.08138658628485305,False
0.13533834586466165,False
0.02089081592432006,False
0.05612552806276402,False
0.014169323414806943,False
0.13971397139713973,False
0.02089081592432006,False
0.12337011033099296,False
0.012807199723087572,False
0.033162073797290983,False
0.03566265060240964,False
0.04863051984348798,False
0.42339832869080746,True
0.11623439000960613,False
0.10078192875760209,False
0.04216553878188443,False
0.014637629418064974,False
0.269158878504673,False
0.0980392156862745,False
0.057492354740061154,False
0.009858692080184028,False
0.0980392156862745,False
0.07731582786287382,False
0.025178346621905157,False
0.11288805268109121,False
0.05479452054794519,False
0.17748344370860925,False
0.07931801334321718,False
0.03741999015263416,False
0.023274806043282973,False
0.032362459546925564,False
0.0463720676486634,False
0.10967741935483867,False
0.10363153232949514,False
0.06491803278688527,False
0.058896466212027286,False
0.1542111506524317,False
0.03157894736842105,False
0.012807199723087572,False
0.06653359946773117,False
0.018133736305251228,False
0.06033940917661847,False
0.018666666666666668,False
0.0031782721756717716,False
0.026507054296707994,False
0.269158878504673,False
0.0980392156862745,False
0.09285127362366474,False
0.033162073797290983,False
0.0980392156862745,False
0.06819716407832543,False
0.13533834586466165,False
0.034811635670004774,False
0.04863051984348798,False
0.06819716407832543,False
0.12717948717948718,False
0.04528301886792452,False
0.06653359946773117,False
0.022662889518413595,False
0.488888888888889,True
0.022662889518413595,False
0.04863051984348798,False
0.07167710508002784,False
0.07731582786287382,False
0.04216553878188443,False
0.0463720676486634,False
0.02206177296430004,False
0.03653190452995616,False
0.3963254593175853,True
0.027886710239651415,False
0.09039548022598869,False
0.0431806213796735,False
0.026507054296707994,False
0.04216553878188443,False
0.07931801334321718,False
0.049801924165251844,False
0.07931801334321718,False
0.057492354740061154,False
0.08352490421455937,False
0.13116474291710392,False
0.11623439000960613,False
0.08573655494933748,False
0.06653359946773117,False
0.11623439000960613,False
0.018133736305251228,False
0.07537688442211056,False
0.05223447475333719,False
0.01511335012594458,False
0.23460898502495828,False
0.06991089787525702,False
0.10659439927732611,False
0.1491329479768786,False
0.041173443129181676,False
0.02089081592432006,False
0.10078192875760209,False
0.04528301886792452,False
0.00578386605783866,False
0.033162073797290983,False
0.11288805268109121,False
0.13971397139713973,False
0.07537688442211056,False
0.0980392156862745,False
0.07537688442211056,False
0.25673249551166966,False
0.005442999697611128,False
0.0106702234078026,False
0.058896466212027286,False
0.023897816234033788,False
0.05479452054794519,False
0.13533834586466165,False
0.013254272758981514,False
0.01511335012594458,False
0.017094017094017092,False
0.058896466212027286,False
0.027190332326283987,False
0.07731582786287382,False
0.08573655494933748,False
0.07537688442211056,False
0.08802537668517046,False
0.14430665163472375,False
0.13533834586466165,False
0.16520650813516893,False
0.10659439927732611,False
0.06491803278688527,False
0.0300583221175415,False
0.04528301886792452,False
0.06033940917661847,False
0.08352490421455937,False
0.027886710239651415,False
0.0463720676486634,False
0.07167710508002784,False
0.10967741935483867,False
0.049801924165251844,False
0.033162073797290983,False
0.25673249551166966,False
0.03157894736842105,False
0.05223447475333719,False
0.041173443129181676,False
0.016087751371115174,False
0.07931801334321718,False
0.04863051984348798,False
0.10363153232949514,False
0.09539748953974896,False
0.006834420627524077,False
0.14430665163472375,False
0.058896466212027286,False
0.10078192875760209,False
0.09539748953974896,False
0.018133736305251228,False
0.027886710239651415,False
0.03566265060240964,False
0.02583650995340957,False
0.08802537668517046,False
0.02032043767096522,False
0.038327526132404185,False
0.09039548022598869,False
0.0463720676486634,False
0.016586804275709542,False
0.13116474291710392,False
0.13971397139713973,False
0.13533834586466165,False
0.07731582786287382,False
0.033162073797290983,False
0.05612552806276402,False
0.29735234215885953,False
0.10967741935483867,False
0.3722084367245656,True
0.053497942386831254,False
0.11972522080471046,False
0.027190332326283987,False
0.023897816234033788,False
0.09285127362366474,False
0.15956151035322771,False
0.10363153232949514,False
0.04421949920085242,False
0.049801924165251844,False
0.026507054296707994,False
0.013708260105448157,False
0.011933174224343675,False
0.10078192875760209,False
0.017094017094017092,False
0.03566265060240964,False
0.6960352422907483,True
0.25673249551166966,False
0.3134328358208953,False
0.12337011033099296,False
0.488888888888889,True
0.12717948717948718,False
0.04421949920085242,False
0.17748344370860925,False
0.07931801334321718,False
0.11288805268109121,False
0.10967741935483867,False
0.08573655494933748,False
0.04528301886792452,False
0.024532224532224534,False
0.033162073797290983,False
0.013254272758981514,False
0.07167710508002784,False
0.11972522080471046,False
0.03157894736842105,False
0.04528301886792452,False
0.02583650995340957,False
0.06991089787525702,False
0.03653190452995616,False
0.12337011033099296,False
0.027886710239651415,False
0.014169323414806943,False
0.06491803278688527,False
0.014637629418064974,False
0.03925515853044791,False
0.13116474291710392,False
0.23460898502495828,False
0.10659439927732611,False
0.07537688442211056,False
0.12717948717948718,False
0.0431806213796735,False
0.06334841628959277,False
0.10659439927732611,False
0.03653190452995616,False
0.10363153232949514,False
0.033978291647003306,False
0.1711711711711711,False
0.011084984884111521,False
0.04528301886792452,False
0.08138658628485305,False
0.08802537668517046,False
0.07731582786287382,False
0.021471172962226642,False
0.10967741935483867,False
0.017609591607343572,False
0.10659439927732611,False
0.04528301886792452,False
0.07537688442211056,False
0.015596663039535727,False
0.269158878504673,False
0.024532224532224534,False
0.14430665163472375,False
0.0510028653295129,False
0.041173443129181676,False
0.12337011033099296,False
0.034811635670004774,False
0.004447079750963533,False
0.09285127362366474,False
0.22471910112359547,False
0.07349823321554769,False
0.04020356234096692,False
0.007194244604316546,False
0.12717948717948718,False
0.16520650813516893,False
0.023897816234033788,False
0.14430665163472375,False
0.10363153232949514,False
0.16520650813516893,False
0.030811055731762578,False
0.027190332326283987,False
0.018666666666666668,False
0.06334841628959277,False
0.1542111506524317,False
0.11972522080471046,False
0.09285127362366474,False
0.024532224532224534,False
0.024532224532224534,False
0.12337011033099296,False
0.13971397139713973,False
0.18417462482946795,False
0.06653359946773117,False
0.038327526132404185,False
0.02032043767096522,False
0.18417462482946795,False
0.04020356234096692,False
0.023274806043282973,False
0.1711711711711711,False
0.09539748953974896,False
0.026507054296707994,False
0.032362459546925564,False
0.11972522080471046,False
0.18417462482946795,False
0.08352490421455937,False
0.12337011033099296,False
0.269158878504673,False
0.057492354740061154,False
0.10363153232949514,False
0.06491803278688527,False
0.06653359946773117,False
0.0463720676486634,False
0.10078192875760209,False
0.04020356234096692,False
0.08573655494933748,False
0.06819716407832543,False
0.02089081592432006,False
0.009070294784580497,False
0.1491329479768786,False
0.1491329479768786,False
0.027190332326283987,False
0.07537688442211056,False
0.04863051984348798,False
0.02583650995340957,False
0.06819716407832543,False
0.04528301886792452,False
0.03566265060240964,False
0.11623439000960613,False
0.03925515853044791,False
0.023274806043282973,False
0.1542111506524317,False
0.14430665163472375,False
0.0980392156862745,False
0.04421949920085242,False
0.13116474291710392,False
0.13971397139713973,False
0.08573655494933748,False
0.02206177296430004,False
0.029320302087960902,False
0.1491329479768786,False
0.047487575924903366,False
0.10363153232949514,False
0.05223447475333719,False
0.13116474291710392,False
0.23460898502495828,False
0.038327526132404185,False
0.05479452054794519,False
0.038327526132404185,False
0.06334841628959277,False
0.05479452054794519,False
0.0510028653295129,False
0.041173443129181676,False
0.03653190452995616,False
0.03566265060240964,False
0.053497942386831254,False
0.10363153232949514,False
0.10659439927732611,False
0.02583650995340957,False
0.04421949920085242,False
0.09039548022598869,False
0.058896466212027286,False
0.08802537668517046,False
0.10659439927732611,False
0.0038045068773778163,False
0.061822817080943275,False
0.07167710508002784,False
0.021471172962226642,False
0.057492354740061154,False
0.07731582786287382,False
0.12717948717948718,False
0.09539748953974896,False
0.017609591607343572,False
0.06653359946773117,False
0.08802537668517046,False
0.02032043767096522,False
0.07931801334321718,False
0.05223447475333719,False
0.10967741935483867,False
0.023897816234033788,False
0.05223447475333719,False
0.1912798874824192,False
0.07349823321554769,False
0.021471172962226642,False
0.09539748953974896,False
0.12337011033099296,False
0.21550387596899218,False
0.10659439927732611,False
0.0980392156862745,False
0.057492354740061154,False
0.025178346621905157,False
0.23460898502495828,False
0.09039548022598869,False
0.013708260105448157,False
0.0431806213796735,False
0.09285127362366474,False
